page_start,date_of_occurrence,time_of_occurrence,reason_for_force,service_rendered,citizen_injured,citizen_influence_assessment,officer_injured,citizen_race,citizen_gender,notes,officer_involved,name_badge_number,badge_number,force_used_1,force_used_1_effective,force_used_2,force_used_2_effective,force_used_3,force_used_3_effective,force_used_4,force_used_4_effective,force_used_5,force_used_5_effective,force_used_6,force_used_6_effective,force_used_7,force_used_7_effective,force_used_8,force_used_8_effective,officer_name,id
3360,2017-09-16T00:00:00Z,00:34:00,active aggression,traffic stop,yes,excited,no,black,male,NA,incident_officer_2,joseph fox - 7150,7150,verbal directions,yes,empty hand control,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,joseph fox,3360-2017-m
1440,2019-05-22T00:00:00Z,23:26:00,non-compliance,call for service,yes,normal,no,black,male,NA,incident_officer_1,earnest cansler - 7393,7393,empty hand control,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,earnest cansler,1440-2019-m
612,2019-02-27T00:00:00Z,15:50:00,effect an arrest,self initiated,no,excited,no,white,male,NA,incident_officer_2,matthew aden - 7274,7274,verbal directions,no,take down,no,empty hand control,no,de-escalation techniques,no,NA,NA,NA,NA,NA,NA,NA,NA,matthew aden,612-2019-m
2942,2018-09-08T00:00:00Z,17:39:00,effect an arrest,self initiated,yes,alcohol impaired,no,white,male,NA,incident_officer_1,robert ward - 7746,7746,empty hand control,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,robert ward,2942-2018-m
872,2018-03-15T00:00:00Z,10:08:00,effect an arrest,call for service,yes,excited,no,black,male,NA,incident_officer_2,erik spencer - 7804,7804,empty hand control,no,verbal directions,no,take down,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,erik spencer,872-2018-m
3721,2018-11-27T00:00:00Z,15:55:00,effect an arrest,criminal investigation,yes,NA,no,black,male,NA,incident_officer_2,sherra west - 7848,7848,take down,yes,empty hand control,yes,verbal directions,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,sherra west,3721-2018-m
366,2019-02-05T00:00:00Z,23:07:00,effect an arrest,effecting an arrest,yes,alcohol impaired,yes,black,male,NA,incident_officer_3,logan purtlebaugh - 7450,7450,empty hand control,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,logan purtlebaugh,366-2019-m
1197,2018-04-12T00:00:00Z,21:17:00,assaulting officer,call for service,yes,alcohol and drug impaired,yes,white,male,NA,incident_officer_2,chase barnett - 7325,7325,empty hand control,yes,verbal directions,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,chase barnett,1197-2018-m
4106,2017-11-17T00:00:00Z,16:00:00,effect an arrest,mental inquest warrant,yes,emotionally disturbed,yes,asian,male,NA,incident_officer_3,luke singleton - 7064,7064,empty hand control,yes,verbal directions,no,take down,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,luke singleton,4106-2017-m
160,2019-01-17T00:00:00Z,02:30:00,active aggression,call for service,yes,excited,yes,white,female,NA,incident_officer_7,chase barnett - 7325,7325,empty hand control,no,verbal directions,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,chase barnett,160-2019-m
1590,2018-05-13T00:00:00Z,15:25:00,resisting arrest,effecting an arrest,yes,excited,no,white,male,NA,incident_officer_2,cody chapelle - 2413,2413,empty hand strikes,yes,empty hand control,no,take down,no,verbal directions,no,NA,NA,NA,NA,NA,NA,NA,NA,cody chapelle,1590-2018-m
511,2017-02-18T00:00:00Z,15:10:00,combative subject,call for service,yes,drug impaired,yes,white,male,NA,incident_officer_2,richard beahl - 7110,7110,empty hand control,yes,hobble,yes,verbal directions,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,richard beahl,511-2017-m
1009,2019-03-30T00:00:00Z,13:41:00,non-compliance,self initiated,yes,excited,yes,black,male,NA,incident_officer_1,joshua weyer - 7271,7271,empty hand strikes,yes,empty hand control,no,verbal directions,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,joshua weyer,1009-2019-m
3360,2017-09-16T00:00:00Z,00:34:00,active aggression,traffic stop,yes,excited,no,black,male,NA,incident_officer_1,taylor banks - 7293,7293,empty hand control,yes,verbal directions,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,taylor banks,3360-2017-m
1885,2017-05-29T00:00:00Z,21:15:00,resisting arrest,crime in progress,yes,excited,yes,black,male,NA,incident_officer_1,michael johnson - 7786,7786,take down,yes,verbal directions,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,michael johnson,1885-2017-m
3771,2017-10-11T00:00:00Z,16:41:00,resisting arrest,call for service,yes,excited,no,white,male,NA,incident_officer_1,stephen payne - 7216,7216,empty hand strikes,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,stephen payne,3771-2017-m
108,2017-01-13T00:00:00Z,10:10:00,resisting arrest,call for service,yes,drug impaired,yes,white,male,NA,incident_officer_3,jacob veto - 7105,7105,verbal directions,no,empty hand strikes,no,empty hand control,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,jacob veto,108-2017-m
3351,2017-09-15T00:00:00Z,21:20:00,resisting arrest,self initiated,no,alcohol and drug impaired,no,black,male,NA,incident_officer_1,kierstin holman - 7175,7175,verbal directions,no,take down,no,other (in narrative),yes,empty hand control,yes,NA,NA,NA,NA,NA,NA,NA,NA,kierstin holman,3351-2017-m
77,2019-01-08T00:00:00Z,20:45:00,assaulting officer,call for service,yes,drug impaired,no,white,female,NA,incident_officer_1,steven gida - 7010,7010,empty hand control,yes,verbal directions,no,take down,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,steven gida,77-2019-m
4198,2018-12-29T00:00:00Z,08:01:00,failure to comply,call for service,yes,alcohol and drug impaired,no,black,male,NA,incident_officer_1,michael jackson - 7626,7626,take down,yes,verbal directions,no,empty hand control,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,michael jackson,4198-2018-m
1010,2018-03-29T00:00:00Z,17:58:00,resisting arrest,call for service,yes,normal,yes,white,male,NA,incident_officer_4,matthew middleton - 7872,7872,impact weapon,yes,empty hand strikes,yes,verbal directions,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,matthew middleton,1010-2018-m
2036,2018-06-14T00:00:00Z,15:50:00,active aggression,call for service,yes,excited,no,white,male,NA,incident_officer_1,cory evans - 7241,7241,verbal directions,no,empty hand strikes,yes,empty hand control,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,cory evans,2036-2018-m
1058,2017-04-08T00:00:00Z,07:38:00,effect an arrest,call for service,yes,excited,no,white,male,NA,incident_officer_2,sean bell - 6326,6326,verbal directions,no,empty hand control,yes,take down,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,sean bell,1058-2017-m
2794,2017-08-07T00:00:00Z,22:35:00,active aggression,effecting an arrest,yes,alcohol and drug impaired,no,black,male,NA,incident_officer_1,michael johnson - 7786,7786,de-escalation techniques,no,take down,yes,verbal directions,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,michael johnson,2794-2017-m
1189,2019-04-17T00:00:00Z,07:33:00,combative subject,call for service,yes,drug impaired,no,white,male,NA,incident_officer_1,richard barron - 6030,6030,verbal directions,no,empty hand control,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,richard barron,1189-2019-m
2580,2019-10-06T00:00:00Z,04:55:00,effect an arrest,call for service,yes,excited,yes,black,male,NA,incident_officer_2,christopher ellis - 7434,7434,verbal directions,yes,empty hand control,yes,de-escalation techniques,yes,empty hand control,yes,NA,NA,NA,NA,NA,NA,NA,NA,christopher ellis,2580-2019-m
4002,2018-12-14T00:00:00Z,09:00:00,attempting escape,effecting an arrest,yes,normal,yes,black,male,NA,incident_officer_7,christopher palombi - 7342,7342,empty hand control,yes,verbal directions,no,empty hand strikes,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,christopher palombi,4002-2018-m
1589,2017-05-09T00:00:00Z,21:39:00,resisting arrest,effecting an arrest,yes,alcohol and drug impaired,no,black,male,NA,incident_officer_2,joseph howell - 7046,7046,empty hand control,yes,verbal directions,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,joseph howell,1589-2017-m
631,2018-05-03T00:00:00Z,16:37:00,in defense of others,call for service,yes,alcohol impaired,no,white,male,NA,incident_officer_2,erik spencer - 7804,7804,empty hand control,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,erik spencer,631-2018-m
1230,2018-04-14T00:00:00Z,03:38:00,failure to comply,effecting an arrest,yes,alcohol and drug impaired,no,white,male,NA,incident_officer_1,anthony altes - 5102,5102,verbal directions,no,hobble,yes,empty hand control,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,anthony altes,1230-2018-m
344,2017-02-05T00:00:00Z,04:31:00,active aggression,call for service,yes,alcohol and drug impaired,yes,white,male,NA,incident_officer_2,daniel day - 7352,7352,empty hand control,yes,verbal directions,no,empty hand strikes,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,daniel day,344-2017-m
4284,2017-12-03T00:00:00Z,03:35:00,resisting arrest,call for service,no,excited,yes,white,male,NA,incident_officer_1,jonathan williams - 7066,7066,verbal directions,yes,take down,yes,empty hand control,yes,empty hand strikes,yes,NA,NA,NA,NA,NA,NA,NA,NA,jonathan williams,4284-2017-m
1655,2017-05-15T00:00:00Z,17:40:00,failure to comply,call for service,yes,drug impaired,no,white,female,NA,incident_officer_1,shay collins - 7170,7170,take down,yes,empty hand control,yes,verbal directions,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,shay collins,1655-2017-m
2282,2017-06-26T00:00:00Z,03:50:00,resisting arrest,call for service,no,alcohol and drug impaired,no,white,male,NA,incident_officer_4,charles robinson iii - 2044,2044,empty hand control,yes,verbal directions,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,charles robinson iii,2282-2017-m
343,2018-11-16T00:00:00Z,19:01:00,active aggression,other,no,other,no,black,male,In 2019 report but dated 2018,incident_officer_2,joseph dudzinski - 7243,7243,empty hand control,yes,empty hand strikes,yes,verbal directions,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,joseph dudzinski,343-2019-m
1572,2017-05-09T00:00:00Z,12:50:00,active aggression,effecting an arrest,yes,excited,yes,white,male,NA,incident_officer_2,christopher maybody - 7261,7261,ecw stun feature,yes,verbal directions,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,christopher maybody,1572-2017-m
1250,2019-04-24T00:00:00Z,09:00:00,resisting arrest,call for service,no,NA,yes,black,male,NA,incident_officer_1,christopher palombi - 7342,7342,take down,yes,knee strike(s),yes,empty hand control,yes,verbal directions,no,NA,NA,NA,NA,NA,NA,NA,NA,christopher palombi,1250-2019-m
976,2019-03-28T00:00:00Z,19:15:00,attempting escape,call for service,yes,NA,no,black,male,NA,incident_officer_4,grant combs - 5059,5059,empty hand control,yes,verbal directions,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,grant combs,976-2019-m
4092,2017-11-15T00:00:00Z,20:50:00,resisting arrest,effecting an arrest,yes,excited,no,black,male,NA,incident_officer_2,jason mcneil - 7139,7139,empty hand control,no,take down,yes,verbal directions,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,jason mcneil,4092-2017-m
2458,2019-09-23T00:00:00Z,14:31:00,active aggression,call for service,yes,excited,no,white,male,NA,incident_officer_1,larry singleton - 2346,2346,verbal directions,no,ecw cartridge deployed,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,larry singleton,2458-2019-m
664,2018-02-24T00:00:00Z,19:43:00,active aggression,call for service,yes,drug impaired,yes,white,male,NA,incident_officer_1,damon green - 2801,2801,empty hand control,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,damon green,664-2018-m
870,2017-03-18T00:00:00Z,18:22:00,resisting arrest,effecting an arrest,yes,other,yes,black,male,NA,incident_officer_2,brian evanoff - 7918,7918,take down,no,empty hand control,no,verbal directions,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,brian evanoff,870-2017-m
3564,2017-09-26T00:00:00Z,23:02:00,combative subject,call for service,yes,emotionally disturbed,no,white,male,NA,incident_officer_3,lawrence zehnder - 2766,2766,verbal directions,no,empty hand control,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,lawrence zehnder,3564-2017-m
3360,2018-10-22T00:00:00Z,10:20:00,effect an arrest,call for service,yes,excited,no,black,male,NA,incident_officer_1,kevin carrillo - 7169,7169,empty hand control,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,kevin carrillo,3360-2018-m
1568,2018-05-12T00:00:00Z,17:38:00,effect an arrest,self initiated,yes,other,yes,white,male,NA,incident_officer_4,christopher maybody - 7261,7261,empty hand strikes,yes,verbal directions,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,christopher maybody,1568-2018-m
2993,2018-09-14T00:00:00Z,18:53:00,resisting arrest,crime in progress,yes,excited,no,white,male,NA,incident_officer_1,jeffrey emerich - 7116,7116,take down,no,other (in narrative),yes,verbal directions,no,empty hand control,no,NA,NA,NA,NA,NA,NA,NA,NA,jeffrey emerich,2993-2018-m
1034,2018-03-30T00:00:00Z,04:30:00,resisting arrest,effecting an arrest,no,alcohol impaired,no,black,female,NA,incident_officer_1,alexia thornton - 5002,5002,empty hand strikes,yes,de-escalation techniques,no,verbal directions,no,empty hand control,no,NA,NA,NA,NA,NA,NA,NA,NA,alexia thornton,1034-2018-m
720,2019-03-08T00:00:00Z,09:30:00,resisting arrest,effecting an arrest,yes,drug impaired,yes,white,male,NA,incident_officer_1,jonathan herring - 7082,7082,verbal directions,no,come-along,no,de-escalation techniques,no,take down,yes,NA,NA,NA,NA,NA,NA,NA,NA,jonathan herring,720-2019-m
221,2019-01-23T00:00:00Z,12:40:00,effect an arrest,call for service,yes,normal,no,white,male,NA,incident_officer_1,john keeling jr. - 7088,7088,k-9 bite,yes,verbal directions,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,john keeling jr.,221-2019-m
2077,2018-06-17T00:00:00Z,09:59:00,resisting arrest,call for service,yes,emotionally disturbed,no,black,male,NA,incident_officer_2,stephen payne - 7216,7216,take down,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,stephen payne,2077-2018-m
2853,2019-11-13T00:00:00Z,11:56:00,effect an arrest,call for service,yes,alcohol and drug impaired,no,black,male,NA,incident_officer_2,burke mengel - 7366,7366,verbal directions,no,empty hand control,yes,come-along,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,burke mengel,2853-2019-m
1741,2019-06-27T00:00:00Z,18:30:00,attempting escape,effecting an arrest,yes,excited,yes,black,male,NA,incident_officer_2,joshua forshee - 5164,5164,take down,yes,empty hand control,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,joshua forshee,1741-2019-m
1812,2018-05-29T00:00:00Z,07:27:00,resisting arrest,call for service,yes,emotionally disturbed,yes,black,male,NA,incident_officer_1,phillip renaud - 7316,7316,verbal directions,no,take down,yes,empty hand control,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,phillip renaud,1812-2018-m
835,2019-03-10T00:00:00Z,21:29:00,resisting arrest,self initiated,yes,alcohol and drug impaired,no,black,male,NA,incident_officer_3,charles mathieson - 7487,7487,verbal directions,no,empty hand control,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,charles mathieson,835-2019-m
86,2018-01-07T00:00:00Z,12:58:00,effect an arrest,self initiated,yes,normal,no,black,male,NA,incident_officer_2,william smallwood - 5045,5045,verbal directions,no,empty hand control,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,william smallwood,86-2018-m
2731,2017-08-02T00:00:00Z,13:20:00,active aggression,call for service,yes,emotionally disturbed,no,white,male,NA,incident_officer_3,stephen payne - 7216,7216,verbal directions,no,empty hand strikes,yes,hobble,yes,empty hand control,yes,NA,NA,NA,NA,NA,NA,NA,NA,stephen payne,2731-2017-m
3305,2017-09-11T00:00:00Z,20:54:00,effect an arrest,call for service,no,alcohol impaired,no,black,female,NA,incident_officer_2,austin allen - 7349,7349,take down,yes,empty hand control,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,austin allen,3305-2017-m
1654,2019-06-23T00:00:00Z,13:42:00,effect an arrest,call for service,yes,other,no,black,male,NA,incident_officer_2,chase lambert - 7360,7360,empty hand control,yes,verbal directions,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,chase lambert,1654-2019-m
3923,2018-12-10T00:00:00Z,00:25:00,other-explain in narrative,call for service,yes,emotionally disturbed,no,black,male,NA,incident_officer_1,lytle atherton - 7037,7037,verbal directions,yes,empty hand control,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,lytle atherton,3923-2018-m
485,2018-02-09T00:00:00Z,10:39:00,effect an arrest,call for service,yes,other,no,white,female,NA,incident_officer_2,heather jaynes - 7205,7205,come-along,yes,verbal directions,no,take down,yes,empty hand control,yes,de-escalation techniques,no,NA,NA,NA,NA,NA,NA,heather jaynes,485-2018-m
1001,2019-03-29T00:00:00Z,13:06:00,effect an arrest,self initiated,yes,other,no,white,male,NA,incident_officer_1,wesley barton - 7069,7069,empty hand control,yes,verbal directions,no,empty hand strikes,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,wesley barton,1001-2019-m
1388,2019-05-18T00:00:00Z,08:20:00,combative subject,effecting an arrest,yes,alcohol impaired,yes,black,male,NA,incident_officer_2,james martin - 7793,7793,verbal directions,no,empty hand control,no,take down,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,james martin,1388-2019-m
3048,2019-12-04T00:00:00Z,16:30:00,effect an arrest,call for service,yes,excited,no,black,male,Incident officers #2 and #3 are unknown,incident_officer_1,darren utsey - 2836,2836,k-9 bite,yes,verbal directions,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,darren utsey,3048-2019-m
2668,2019-10-16T00:00:00Z,15:06:00,resisting arrest,call for service,yes,normal,yes,other,male,NA,incident_officer_2,mark manning - 2936,2936,verbal directions,no,empty hand control,no,take down,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mark manning,2668-2019-m
901,2018-03-16T00:00:00Z,18:36:00,assaulting officer,effecting an arrest,yes,emotionally disturbed,no,black,female,NA,incident_officer_1,joseph hardison - 7251,7251,de-escalation techniques,no,verbal directions,no,hobble,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,joseph hardison,901-2018-m
2911,2018-09-04T00:00:00Z,19:34:00,resisting arrest,call for service,no,excited,no,black,female,NA,incident_officer_2,timothy huber - 5118,5118,verbal directions,no,empty hand control,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,timothy huber,2911-2018-m
277,2019-01-26T00:00:00Z,21:12:00,assaulting officer,call for service,yes,alcohol and drug impaired,yes,white,male,NA,incident_officer_1,christopher grossman - 7975,7975,empty hand control,no,verbal directions,no,empty hand strikes,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,christopher grossman,277-2019-m
1917,2017-05-30T00:00:00Z,08:00:00,animal,call for service,yes,NA,yes,NA,male,Animal is involved citizen,incident_officer_1,skylar graudick - 7123,7123,ecw cartridge deployed,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,skylar graudick,1917-2017-m
734,2018-03-03T00:00:00Z,23:45:00,active aggression,mental inquest interview,yes,emotionally disturbed,no,white,male,NA,incident_officer_1,havid haight jr - 2724,2724,other (in narrative),yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,havid haight jr,734-2018-m
1793,2017-05-23T00:00:00Z,09:05:00,active aggression,effecting an arrest,yes,emotionally disturbed,no,other,male,NA,incident_officer_1,shaun sargent - 7266,7266,empty hand control,yes,take down,yes,empty hand strikes,yes,verbal directions,no,NA,NA,NA,NA,NA,NA,NA,NA,shaun sargent,1793-2017-m
4069,2017-11-14T00:00:00Z,03:16:00,active aggression,traffic stop,no,excited,yes,black,male,Incident officer Rose Fountain mentioned twice but with different badge numbers,incident_officer_2,rose fountain - 7268,7268,ecw stun feature,no,empty hand strikes,no,verbal directions,no,hobble,yes,empty hand control,yes,NA,NA,NA,NA,NA,NA,rose fountain,4069-2017-m
1168,2018-04-09T00:00:00Z,22:56:00,active aggression,call for service,no,excited,no,white,male,NA,incident_officer_2,tyler blissett - 7390,7390,take down,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,tyler blissett,1168-2018-m
3688,2018-11-16T00:00:00Z,22:45:00,effect an arrest,effecting an arrest,yes,excited,no,white,male,NA,incident_officer_2,marc crawford - 7240,7240,empty hand control,yes,verbal directions,yes,special impact munitions,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,marc crawford,3688-2018-m
2764,2019-10-24T00:00:00Z,18:20:00,resisting arrest,effecting an arrest,yes,other,no,white,male,NA,incident_officer_1,brian evanoff - 7918,7918,empty hand control,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,brian evanoff,2764-2019-m
709,2017-03-05T00:00:00Z,15:15:00,resisting arrest,effecting an arrest,yes,other,no,black,male,NA,incident_officer_2,kenneth drury - 7685,7685,empty hand control,no,de-escalation techniques,no,take down,yes,verbal directions,no,NA,NA,NA,NA,NA,NA,NA,NA,kenneth drury,709-2017-m
